Y,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7,Dim.8,Dim.9,Dim.10
0,-3.1753329402586323,0.28389823851235735,0.09437571336905681,-1.8100504995793125,0.07376726324718226,1.0089452706957038,0.6543626562217384,1.3207015141074547,0.5757526279243631,-0.07880963852399953
0,0.8824359587256314,-0.9683646503712678,-1.8202384808516894,-0.5096000679836395,1.2145596522074942,-0.19703944600161627,-0.5394011276231789,0.8471645526461948,1.1033497842340367,0.22339893030402702
1,-1.708432241428008,-0.9628146021793911,0.536290888175108,-1.027510445917985,-0.7786170724075625,-0.6098177350189554,-0.8215593533359449,1.3913243853584998,-0.5135423009313588,-0.36288205337147694
1,3.9028999935747706,2.9848895485038858,-0.3780986125434787,-0.7412263454573799,-0.09723120530762479,-1.8216016183025654,0.8436338035101878,0.9250711953686489,0.5967290119411143,0.17333048215770389
0,0.524485175839238,-0.9901359779070323,-0.19424561539881255,-1.3955291932114764,1.9988020545871417,1.5286526549581965,0.9106620038298736,1.1563137131645527,0.923243739725978,0.10465355945462068
0,-1.775295977806799,-1.6962658545800762,-2.087099528050745,-0.04952078798298019,-1.9866802503977037,0.36079959491932806,0.47341823791383575,-0.5679375503577748,0.6407771518496133,0.17443447077428637
0,0.05861952720418709,-2.6320722542245645,0.5766605495447952,-0.22502037162205654,-1.8766213576945632,0.0458609413402656,0.2979433598224203,-0.3077498657210236,-0.2444147039751891,-0.04860573137624003
0,-4.271761201982766,1.8368826454426597,0.75993965712336,2.604674851880981,0.0500412693982171,-1.159768599778218,-0.9810360404542703,3.4561863512225033,-0.07875960877240208,10.99916315894143
1,0.13578870372706522,-2.270894969953165,1.021113890134501,-0.26902800543749433,-1.7238761054731215,-0.1086236706396063,0.24972555383084885,0.5874627869339949,1.000688570663758,0.11246055021014414
1,1.4098000084826905,-0.30639629894892545,1.3342974549222624,-1.2167670616767967,-0.5480096640531922,-0.7897314001315463,-0.8711969658486608,1.774259756082058,-0.4338798361784424,-0.47660328628922616
1,-0.3329141737222841,1.4913222448644552,-0.767175409440079,-0.8280543198359998,-0.7718670358518278,0.41163970566864183,-1.9461711738473941,-1.917249409779053,-1.0177765281371138,0.07833337350693641
1,-0.4084655088930117,1.418146235906393,-0.8862033516061969,1.3062085776870347,-0.2843615438297403,-0.22735167636604198,-0.32798280674165897,0.014240720768135396,-1.3749208939205326,-0.7045436003444817
1,0.8939329285905184,0.04413676397899238,-1.3468276324764525,0.23328093026014438,-1.5589395623367521,-1.2330113965289702,1.957819853785098,-2.203616418777836,0.027840427968502553,0.5528557405915109
0,-1.0559340064941505,-3.1296729983694576,-0.2224096076538556,-0.5444074469793189,0.9392430116925176,-0.4390508436130586,-0.6555861866903407,-0.4945071239714478,-1.1878971843371366,-0.11073168246030236
1,-0.0988773089718557,0.3317912251118329,-1.5187102887385384,-1.1175897474324898,-0.7681316617014465,-0.37867245173183967,-0.6046909702172096,0.9451966174284677,-0.560681242395908,-0.574586182950542
1,0.4464406508697836,0.6031681746842964,1.3213328074149508,-0.8042559345170123,-0.37495738882052304,-2.2957085040994256,0.6709446788211957,-0.29009530196890865,-1.1088144931605037,-0.06560472577863821
0,0.1176580790705309,0.44949813796211613,1.6870346559365803,-0.8634457500465028,-0.6897947496641991,0.12131925333180042,-2.2053542909155817,-1.3282576292504933,-1.2829610923669448,0.16314283563601278
1,1.5035396775910868,-0.9681053344155721,1.3710120187379606,-0.3715950980380483,1.243627646711179,0.3794905499029084,-2.008821943694916,-1.597832831765448,-0.10411984239684251,0.6190183999889283
0,1.6193848902016368,2.202078376237913,-1.2598286577796904,-0.6252774547271972,-0.3898824152609921,-1.5306921768188275,0.9670799626494873,0.20105275880311896,-0.31045276533314364,0.013921329174927706
0,0.3812643091464857,-1.1305366121758844,-0.9013877926495921,-1.2133562014583295,1.8433565955057996,1.990413649141726,1.0206951456308262,0.8044264129861985,0.15652646522482863,0.07719738353136958
1,-1.1709813339576132,0.6958690984314712,0.5456629094962739,-1.9465585490115216,0.2021003716962313,0.9688774125872976,0.6878056633382229,1.5841107823481453,0.5723781396606508,-0.25059905658829035
0,0.27489026700465896,2.042944057479443,1.0825622090714695,-1.7035313984033358,0.521927347341072,-0.6422557626215317,2.2442242146591167,-0.37988402036890917,-0.30307995340465493,-0.04265549125495776
0,0.8806513163738,-2.403780348218839,0.550106154280987,-0.7004347031965902,1.188687260818217,-0.5422409776334906,-0.6451527060428243,0.7204645694195312,0.02021358294209916,-0.13546014832410713
1,0.6242517164518956,0.635118838051993,1.7594122890981072,-0.8613381068757757,-0.6483907366483731,0.19734446088738994,-2.190295502775482,-0.969388516012314,-1.024537207850435,0.177634905760444
0,0.13479919957230266,-0.147119288832067,-1.1596378327298338,-0.3302615778791994,1.1187305303245625,0.5631295981142632,-1.7721601597619059,-2.4778811146089286,0.09261446513131594,0.5581687765846033
1,-0.5085574912601667,0.22413496743153347,0.8006706034320191,-0.7123846675230305,-0.6185660499287265,0.04549340576750349,3.3174635008749487,-1.5839624954156675,1.1040805822368513,0.6545175146242879
0,0.817221235960818,1.8328008291701996,-0.9776343272297244,1.4239361433508426,-0.23063750840521538,0.08098031276019027,-0.3209979407509812,0.6189249919447263,-1.1043195589838142,-0.553200476894174
0,-0.9627492703514832,1.3326249386534823,-0.9731508872376015,1.3340413932612323,-0.3081997997754535,-0.23432475758312804,-0.330450394491926,-0.034228567125200546,-1.3033931949145505,-0.664050859338339
0,-1.8146587686995974,0.023612664674741567,-0.001523768259176724,-1.9480658906134527,-0.028076532760186824,1.0806339878460947,0.7528585210380458,0.3719486729984228,-1.0585128324125739,-0.5404339382153455
0,0.8370102856142895,-1.0710307963490255,1.4980521737813752,-0.015491112112422965,-1.4317346303833662,-1.8150649054579906,1.795168952875421,-1.678836127327162,0.06675427204600382,0.34451121202394136
1,2.06713833752107,-0.7837411838422187,1.3561977842754764,1.7571631341119947,1.7892259007662972,-0.1883759641029465,-0.35090248390066564,0.6389622799401367,-0.19724892825950027,-0.17483205440132008
1,3.7399764042841324,2.940423021787792,-0.21391330073493148,-0.7706297292856359,-0.44301257773930747,0.9494339396487158,-1.8987426572237438,0.6377895613802339,0.8015527555178836,0.3003926866514494
1,-0.26535009912612817,-1.555444318917471,-2.2852908204100184,-0.5141435627487401,1.0216992869226138,-0.1611961770000171,-0.44934438276824046,-0.2669230455550352,-0.08519518389926033,-0.030381996232547465
1,-2.043846966036152,1.7361484875347257,1.1031454537194787,0.480024651347061,0.6658224504210497,1.144018501473225,1.021290028465559,0.6705725919006305,-0.08475251980216901,-0.42128049377594007
0,1.0699951100659761,-1.0039250980005017,1.9060804118822376,-0.07008688615363223,-1.707603952810739,0.7451053986092502,-1.0339638216399385,-2.216950170634082,0.231932167640337,0.5601841137761577
0,-0.16998103707488643,1.7786443661752906,-0.8791060470479167,-0.7733320195370277,-0.3736026041534306,-2.2043370254252506,0.8404904964094155,-0.7030959700346495,-0.3195406396793663,0.02178831487434355
0,4.496592310660858,1.3642733177141706,-0.7292490491650836,0.2964852123354131,-1.599305995779536,1.9361768213374808,-0.7469269790409288,-0.9070597393916665,1.4234393660605784,0.9158426215969973
1,0.2995848351284315,-1.1055524501170397,1.016446080371726,2.3219497182508433,-1.357304646357225,0.7420787352371491,0.6878031619356261,0.4072749625915509,0.1261697572661023,-0.06972122415542813
0,2.1825974632027108,-0.7308742494062783,1.369581243605927,1.758337487367397,1.8001859146795844,-0.18297023266220036,-0.339182351069484,0.6176122250378545,-0.19422555239917677,-0.18051870964549843
